	P_C2R02	P_bablabjr011	P_donghaensis_HJ51	P_lipolytica_CSB02KR	P_lipolytica_LMEB39	P_N12309	P_CO133X	P_CO302Y	P_OFAV1	P_Ps84H4	P_MEBiC03607	P_APAL1	P_bablabjr004	P_SCSIO43101	P_FE4	P_M1318928	P_Hal040	P_gelatinilytica_NH153	P_porphyrae_MNAD16	P_PA2MD11	P_BZK2	P_MB47	P_bablabjr010	P_Cn537	P_ACER1	P_PAST1	P_SDCH90	P_303	P_shioyasakiensis_BMC4	P_B7P1	P_BZA4	P_shioyasakiensis_28	P_shioyasakiensis_BMC2	P_shioyasakiensis_BMC3	P_shioyasakiensis_BMC5	P_2102	P_2103	P_802	P_D15MCD2	P_shioyasakiensis_M1400201	P_126	P_P18	P_shioyasakiensis_LC2	P_SCSIO43088	P_shioyasakiensis_G21653S1	P_CnMc737	P_CO109Y	P_neustronica_PAMC28425	P_ostereae_hOe125	P_ostereae_hOe124	P_ostereae_hOe66	P_SG415	P_SG436	P_SR456	P_SG418	P_SR416	P_SG437	P_SR445	P_SG412	P_SG441	P_rhizosphaerae_hCg42	P_SR414	P_neustronica_SM1927	P_SG411	P_SR448	P_SG448	P_SG4417	P_SR418	P_2CM36K	P_tetradonis_CSB01KR	P_kknpp56	P_SCSIO	P_SCSIO11900	P_S3173	P_SiA1	P_S3260	P_SK20	P_SK18	P_Scap03	P_scap25	P_scap26	P_undina_NEM01	P_undina_NEM02	P_1161b	P_undina_DSM6065	P_2CM32C	P_ECSMB14103	P_APM04	P_DSM	P_17a	P_1131a	P_125	P_1CM17D	P_agarivorans_DSM14585	P_130	P_P111	P_2CM37A	P_2CM41L	P_agarivorans_S816	P_agarivorans_NW4327	P_S2893	P_espejiana_DSM9414	P_NBRC102222	P_NBRC12985	P_S3178	P_translucida_KMM520	P_KMM661	P_SG445	P_SR454	P_aliena_SW19	P_aliena_EH1	P_SG416	P_SG444	P_SG455	P_fuliginea_KMM216	P_fuliginea_S2292	P_AC163	P_TB25	P_distincta_22A13	P_distincta_KMM3548	P_distincta_16SW7	P_distincta_ATCC700518	P_distincta_LMG14908	P_SG453	P_SG456	P_SG431	P_SG452	P_SG433	P_SR417	P_SG435	P_SG434	P_SR435	P_SR433	P_SR451	P_SR411	P_SG451	P_SR455	P_SR442	P_EKP108	P_SR432	P_SR437	P_SR415	P_SG438	P_SR436	P_arctica_NECBIFX0059	P_EB27	P_arctica_A3712	P_arctica_NECBIFX2020001	P_arctica_NECBIFX2020017	P_tunicata_D2	P_xiamenensis_PSDB	P_spongiae_SAO44	P_spongiae_UST010723006	P_MMG024	P_P19	P_G4	P_piratica_OCN003	P_CO325X	P_SW010604	P_MM172	P_ruthenica_S2756	P_ruthenica_LMG19699	P_ruthenica_S3245	P_CnMc713	P_CnMc715	P_CNC920	P_CNAT218	P_CNAT2181	P_CNAT241	P_aurantia_208	P_citrea_DSM8771	P_citrea_S2231	P_citrea_S2233	P_aurantia_S3790	P_aurantia_S3788	P_aurantia_S3895	P_A25	P_amylolytica_JW1	P_JW3	P_phenolica_S3898	P_phenolica_S1093	P_phenolica_S1189	P_phenolica_KCTC12086	P_phenolica_OBC302	P_BZB3	P_phenolica_S3663	P_SMS1	P_B95	P_P94	P_luteoviolacea_2ta16	P_Of7M16	P_McH142	P_PPB1	P_rubra_DSM6842	P_R96	P_rubra_SCSIO_6842	P_XMcav2N	P_XMcav2N2	P_OOF1S7	P_DL2H22	P_rubra_S2471	P_rubra_S1946	P_viridis_BBR56	P_UG31	P_UG32	P_peptidolytica_F1250A1	P_peptidolytica_DSM14001	P_peptidolytica_NBRC101021	P_McH17	P_SCSIO43201	P_galatheae_S4498	P_M1400202	P_OANN1	P_flavipulchra_S1925	P_NJ631	P_A22	P_flavipulchra_SCSIO43202	P_flavipulchra_NCIMB2033	P_flavipulchra_ATCCBAA314	P_flavipulchra_LMG20361	P_CO342X	P_maricaloris_LMG19692	P_BMB	P_CO348	P_OF7H1	P_HMSA03	P_JC28	P_M8	P_XMcav11Q	P_JC3	P_JC31	P_Of11M6	P_DL2H6	P_DL2H1	P_OF5H5	P_Of5H6
P_MEBiC03607	0.776306	0.839395	0.83967	0.835213	0.83812	0.864365	0.861044	0.860925	0.984345	0.982894	1	0.983941	0.98376	0.888408	0.888134	0.887689	0.897706	0.898718	0.898621	0.892497	0.893619	0.893581	0.891959	0.891749	0.893095	0.893397	0.899519	0.898597	0.898563	0.899685	0.899946	0.901364	0.899212	0.899744	0.899725	0.899406	0.89907	0.899348	0.898132	0.897077	0.897244	0.896266	0.897695	0.90006	0.901723	0.901082	0.901779	0.798699	0.799852	0.800219	0.796985	0.79414	0.792973	0.794941	0.794968	0.795363	0.796499	0.795016	0.794968	0.795129	0.800786	0.795493	0.798002	0.802736	0.794705	0.794732	0.794215	0.794252	0.79629	0.795407	0.795759	0.798249	0.797167	0.796165	0.799665	0.799118	0.797732	0.795604	0.79822	0.798049	0.798125	0.797978	0.797936	0.793919	0.800039	0.79352	0.794254	0.799299	0.797557	0.795912	0.795775	0.795842	0.794744	0.798913	0.79632	0.796475	0.796033	0.795256	0.798352	0.796955	0.796188	0.799179	0.796795	0.79445	0.796572	0.796811	0.798018	0.794414	0.793199	0.794079	0.797408	0.792662	0.792783	0.792867	0.793274	0.793168	0.798177	0.799152	0.792089	0.794105	0.797734	0.795177	0.793057	0.794293	0.794178	0.793083	0.793194	0.79772	0.793905	0.794165	0.793456	0.791976	0.794397	0.793242	0.792458	0.792685	0.790894	0.792905	0.793117	0.794895	0.79466	0.793985	0.793399	0.79462	0.792868	0.792803	0.796279	0.792934	0.79288	0.783513	0.78647	0.794722	0.785252	0.785341	0.781421	0.779357	0.792473	0.781503	0.788461	0.780702	0.780668	0.786229	0.79322	0.779426	0.778297	0.798159	0.797127	0.796284	0.797198	0.787784	0.78798	0.782944	0.78476	0.782507	0.784771	0.783401	0.79433	0.792176	0.791913	0.786234	0.785528	0.787667	0.79105	0.790251	0.789552	0.791543	0.783571	0.782346	0.780973	0.783274	0.783653	0.784993	0.784437	0.788524	0.786254	0.795348	0.785018	0.784263	0.784378	0.78423	0.782211	0.793279	0.803773	0.789716	0.787895	0.786023	0.784765	0.783011	0.782873	0.790478	0.79081	0.783076	0.784183	0.783731	0.783227	0.788359	0.787963	0.784434	0.786253	0.783219	0.785724	0.79207	0.782875	0.781731	0.796025	0.78485	0.787538	0.800325	0.78526	0.796157	0.802695	0.782346	0.791523	0.793486	0.792945	0.792688
P_APAL1	0.775513	0.841571	0.841145	0.83614	0.836375	0.862135	0.860773	0.861068	0.98339	0.982531	0.983998	1	0.997026	0.886777	0.885182	0.887467	0.896195	0.899242	0.897556	0.892197	0.894581	0.891256	0.898517	0.89536	0.896038	0.895888	0.897517	0.899061	0.898974	0.901454	0.901038	0.898683	0.900244	0.900109	0.900882	0.900069	0.899782	0.900663	0.897125	0.899353	0.898689	0.896219	0.901497	0.897211	0.899482	0.902211	0.900429	0.800321	0.796539	0.796918	0.796873	0.80093	0.795213	0.793639	0.795577	0.794481	0.797995	0.794613	0.795093	0.794788	0.800904	0.794517	0.799599	0.799332	0.79567	0.79465	0.795446	0.794996	0.80045	0.799752	0.79996	0.800198	0.798227	0.80029	0.801459	0.799797	0.797583	0.799361	0.794475	0.794098	0.794208	0.794436	0.795048	0.795159	0.797439	0.794676	0.794834	0.798307	0.802061	0.796304	0.799069	0.798925	0.800503	0.800643	0.797154	0.798152	0.797032	0.797185	0.800853	0.800819	0.799103	0.797157	0.795605	0.797526	0.795938	0.792527	0.793339	0.791973	0.794019	0.792858	0.795538	0.792942	0.792322	0.791942	0.79204	0.792447	0.800483	0.801201	0.794171	0.795676	0.793768	0.796675	0.796298	0.799974	0.799416	0.796541	0.795942	0.800067	0.796897	0.795067	0.797038	0.794017	0.796273	0.794672	0.793373	0.796496	0.793213	0.794668	0.794133	0.79592	0.795859	0.7949	0.79357	0.794464	0.795607	0.796606	0.796076	0.793751	0.79365	0.780457	0.781107	0.78813	0.782742	0.782615	0.781353	0.782761	0.783002	0.780018	0.791514	0.782406	0.780426	0.779856	0.797011	0.779594	0.78004	0.795815	0.795366	0.795283	0.794721	0.782477	0.783199	0.781331	0.781972	0.781502	0.782242	0.781288	0.786115	0.785803	0.786631	0.783501	0.784968	0.785281	0.784451	0.785521	0.784762	0.787386	0.785603	0.785082	0.78019	0.782358	0.781722	0.782751	0.783659	0.785495	0.786596	0.785649	0.782561	0.781941	0.784116	0.783861	0.779343	0.794528	0.781383	0.780688	0.779719	0.783621	0.783469	0.782208	0.783153	0.783528	0.786905	0.782427	0.784406	0.783695	0.782115	0.784717	0.785275	0.784121	0.78333	0.783563	0.78346	0.794854	0.782874	0.782026	0.786341	0.783298	0.787245	0.786488	0.785018	0.78689	0.785377	0.786077	0.794492	0.796254	0.796433	0.797355
P_bablabjr004	0.775392	0.837663	0.838682	0.835342	0.837432	0.861889	0.859546	0.859345	0.984195	0.983719	0.984402	0.997412	1	0.887597	0.886071	0.8873	0.896026	0.89821	0.89694	0.892033	0.8927	0.891523	0.893444	0.892538	0.892405	0.892346	0.897377	0.897204	0.896836	0.898738	0.89863	0.899502	0.899033	0.898853	0.899101	0.899102	0.898479	0.898938	0.897592	0.897879	0.897306	0.896831	0.897939	0.89714	0.899242	0.899707	0.899768	0.80003	0.796289	0.796947	0.796794	0.79563	0.794616	0.79453	0.794987	0.79471	0.799074	0.794413	0.795601	0.795718	0.801288	0.79468	0.799766	0.800561	0.794908	0.795511	0.795414	0.795827	0.797334	0.796358	0.796346	0.797207	0.796337	0.800288	0.80163	0.798867	0.79494	0.797327	0.793274	0.793573	0.794461	0.794394	0.795315	0.794651	0.795402	0.793235	0.794105	0.79807	0.797629	0.79772	0.799522	0.799539	0.799159	0.798788	0.79804	0.799204	0.796964	0.798259	0.800944	0.799908	0.798587	0.797771	0.796533	0.79753	0.797341	0.791935	0.793361	0.792119	0.793759	0.791585	0.792834	0.792871	0.793161	0.79239	0.792525	0.792848	0.799781	0.800126	0.793881	0.796665	0.794321	0.796048	0.794432	0.79762	0.796947	0.796767	0.795178	0.799394	0.796388	0.795095	0.797046	0.795288	0.794617	0.796492	0.795568	0.796898	0.792066	0.794043	0.794603	0.795277	0.793513	0.795106	0.794707	0.795252	0.794452	0.79686	0.793428	0.793548	0.794701	0.779687	0.778421	0.789718	0.783879	0.783846	0.781612	0.78225	0.784221	0.781887	0.788038	0.780678	0.780418	0.779703	0.799907	0.780981	0.780245	0.793833	0.795035	0.795361	0.795123	0.782767	0.785593	0.780196	0.780798	0.782185	0.783267	0.782052	0.788041	0.784263	0.784498	0.78366	0.786095	0.786182	0.78517	0.785813	0.784902	0.789934	0.784674	0.781758	0.781237	0.781886	0.781025	0.783116	0.78313	0.784212	0.784038	0.78364	0.779779	0.779213	0.782685	0.780447	0.777568	0.792864	0.781713	0.780602	0.779879	0.784097	0.784238	0.78377	0.781806	0.782601	0.791207	0.783904	0.784827	0.784489	0.784128	0.78497	0.787251	0.785428	0.786087	0.785151	0.785636	0.794844	0.783624	0.782958	0.784833	0.78421	0.787729	0.787462	0.784917	0.786214	0.786554	0.785785	0.794301	0.795786	0.796274	0.796077
P_SCSIO43101	0.777384	0.838908	0.838386	0.835289	0.836854	0.864011	0.861743	0.861816	0.885622	0.887884	0.888536	0.886525	0.886219	1	0.98942	0.989601	0.907096	0.906888	0.906831	0.904302	0.905034	0.906015	0.904576	0.905769	0.907104	0.90588	0.91615	0.914396	0.914476	0.915461	0.915258	0.915757	0.914593	0.914807	0.914764	0.91548	0.915014	0.915027	0.915727	0.914773	0.916045	0.914666	0.915639	0.917323	0.915083	0.916654	0.914501	0.79945	0.800167	0.799748	0.79649	0.79628	0.796619	0.796863	0.796481	0.796538	0.803086	0.796688	0.797634	0.797056	0.803567	0.796136	0.802414	0.805129	0.796967	0.795893	0.795784	0.796396	0.798491	0.797125	0.797855	0.802642	0.800707	0.802371	0.806305	0.801092	0.799817	0.799946	0.799105	0.798755	0.800006	0.801244	0.801922	0.797974	0.802096	0.794016	0.795254	0.802987	0.8009	0.794826	0.797986	0.797794	0.79827	0.801179	0.797786	0.799401	0.796709	0.798199	0.800168	0.800985	0.798326	0.798899	0.796622	0.797709	0.796403	0.797155	0.800004	0.796012	0.796956	0.794523	0.795591	0.793557	0.793287	0.79439	0.793783	0.794276	0.801956	0.801227	0.794287	0.797628	0.797445	0.798843	0.796018	0.798527	0.797404	0.796037	0.796297	0.800927	0.797107	0.795122	0.797271	0.794219	0.795352	0.795461	0.795681	0.79599	0.793792	0.793336	0.79419	0.794613	0.794157	0.793636	0.794423	0.794146	0.791748	0.795143	0.798377	0.795831	0.794268	0.784425	0.790502	0.795813	0.78847	0.786311	0.783789	0.783646	0.793338	0.782296	0.79307	0.783388	0.78173	0.78976	0.800391	0.784227	0.781871	0.791937	0.793636	0.792233	0.793308	0.787044	0.790186	0.784151	0.784616	0.784146	0.785696	0.785135	0.795309	0.790026	0.789965	0.784837	0.784031	0.786582	0.789266	0.789162	0.788853	0.789523	0.786499	0.786002	0.783163	0.784801	0.784072	0.780612	0.778965	0.78766	0.781473	0.789712	0.782961	0.782727	0.779939	0.78144	0.781315	0.787855	0.801534	0.79108	0.789386	0.788745	0.787234	0.785772	0.785408	0.791963	0.792769	0.783494	0.786977	0.784461	0.784727	0.790506	0.79002	0.787729	0.788716	0.786504	0.785101	0.793783	0.786217	0.784426	0.796209	0.783473	0.788469	0.80011	0.786259	0.796301	0.800492	0.785122	0.793089	0.794165	0.793151	0.794036
P_FE4	0.779542	0.834775	0.836391	0.833817	0.835042	0.863214	0.861878	0.862091	0.887125	0.8861	0.888341	0.886049	0.886425	0.989651	1	0.989325	0.908253	0.907272	0.906672	0.905705	0.904812	0.906606	0.904505	0.905234	0.904874	0.905363	0.915974	0.914319	0.913996	0.914413	0.914361	0.915592	0.91434	0.914553	0.914835	0.91479	0.915029	0.914606	0.916341	0.916015	0.915494	0.915435	0.915788	0.916227	0.915941	0.915405	0.914788	0.794864	0.799101	0.798263	0.796219	0.796834	0.796273	0.796437	0.796288	0.796332	0.796258	0.797271	0.796915	0.795736	0.799748	0.796237	0.79837	0.796988	0.797477	0.797073	0.797262	0.797284	0.796326	0.796177	0.796221	0.800286	0.799569	0.795128	0.799186	0.795524	0.795387	0.795713	0.797732	0.797744	0.797597	0.797722	0.798112	0.794913	0.799553	0.793058	0.791253	0.796901	0.795144	0.796094	0.796503	0.797647	0.797828	0.800375	0.797627	0.798512	0.797123	0.79869	0.797864	0.79995	0.797657	0.798418	0.796615	0.796277	0.796875	0.797269	0.795628	0.794175	0.794912	0.794172	0.795286	0.792251	0.792046	0.792584	0.792877	0.793682	0.794225	0.794466	0.793633	0.795184	0.795478	0.795275	0.79419	0.793937	0.793694	0.792765	0.793913	0.793621	0.794313	0.794426	0.794881	0.793008	0.795481	0.794865	0.793645	0.793843	0.793565	0.793628	0.79449	0.794112	0.794104	0.79308	0.793447	0.793299	0.792149	0.792255	0.797646	0.794996	0.795194	0.782448	0.78757	0.786134	0.786229	0.785254	0.782823	0.783783	0.79	0.780003	0.778983	0.781209	0.779378	0.784276	0.780164	0.781295	0.780246	0.781507	0.780177	0.779605	0.78015	0.786279	0.790273	0.782567	0.784634	0.782883	0.784989	0.785026	0.791509	0.789742	0.789474	0.785239	0.784768	0.787418	0.79006	0.791057	0.787902	0.786222	0.784994	0.782991	0.783877	0.784181	0.782721	0.782412	0.780331	0.784268	0.781032	0.786824	0.78255	0.782621	0.780471	0.779966	0.780044	0.780248	0.788162	0.792725	0.791678	0.78644	0.785565	0.785089	0.785021	0.790964	0.788982	0.784548	0.785672	0.783466	0.783663	0.791021	0.787943	0.788267	0.787647	0.786406	0.786333	0.785839	0.785229	0.783333	0.784352	0.784675	0.785851	0.78838	0.789177	0.785329	0.789871	0.78351	0.784701	0.783959	0.784407	0.784253
P_M1318928	0.77308	0.836761	0.838327	0.83279	0.836587	0.862252	0.860949	0.861053	0.887211	0.886956	0.88809	0.886542	0.886876	0.990161	0.99073	1	0.906995	0.907184	0.907677	0.903914	0.904462	0.90581	0.905188	0.90523	0.903953	0.9044	0.916101	0.914563	0.914364	0.914126	0.914308	0.915666	0.916314	0.916522	0.916304	0.916304	0.916221	0.916371	0.914455	0.914656	0.915636	0.915203	0.915193	0.913696	0.915484	0.915819	0.915002	0.798821	0.796464	0.796106	0.795605	0.796973	0.796918	0.79713	0.797366	0.796979	0.799416	0.797129	0.798065	0.796916	0.800765	0.796357	0.799762	0.7985	0.797076	0.796574	0.796641	0.796654	0.797346	0.79537	0.795046	0.797186	0.796732	0.799269	0.799873	0.798373	0.798453	0.797712	0.796999	0.797548	0.797978	0.796166	0.796514	0.796141	0.798058	0.793894	0.795695	0.797041	0.798552	0.797735	0.799132	0.799508	0.798627	0.798829	0.796667	0.79805	0.796407	0.79894	0.800345	0.799556	0.797522	0.796981	0.796825	0.796679	0.796616	0.794408	0.796126	0.794325	0.797174	0.794627	0.793039	0.793003	0.79302	0.793345	0.794284	0.7939	0.79821	0.797735	0.796167	0.794958	0.794626	0.795788	0.795439	0.797669	0.797149	0.79527	0.79477	0.798201	0.796435	0.794055	0.794826	0.793811	0.795642	0.794782	0.793796	0.796025	0.793059	0.794464	0.793471	0.794926	0.793829	0.79358	0.793955	0.793931	0.793581	0.794909	0.794663	0.797104	0.795347	0.778645	0.784195	0.788368	0.781751	0.783425	0.782672	0.784116	0.788392	0.779796	0.786614	0.781293	0.781292	0.781499	0.790202	0.7827	0.782415	0.794905	0.792262	0.792	0.792049	0.785173	0.785775	0.785114	0.785886	0.783237	0.784608	0.78466	0.786648	0.787872	0.788513	0.78577	0.782641	0.784728	0.786992	0.786884	0.787371	0.788995	0.785954	0.781498	0.785585	0.785663	0.786795	0.779662	0.781102	0.782262	0.781105	0.783466	0.783115	0.78283	0.779965	0.780966	0.780898	0.795371	0.783347	0.78358	0.784081	0.786088	0.785364	0.785701	0.785938	0.78638	0.789192	0.784367	0.784329	0.783085	0.787202	0.784938	0.786176	0.785194	0.784279	0.784837	0.784084	0.78801	0.781181	0.782892	0.783372	0.782123	0.784299	0.785146	0.785084	0.785336	0.784741	0.782796	0.787441	0.790322	0.789173	0.789106
P_Hal040	0.775347	0.836893	0.838038	0.837324	0.836364	0.873145	0.870664	0.870639	0.89508	0.897021	0.897693	0.896636	0.895781	0.906796	0.907847	0.906342	1	0.970476	0.967343	0.922696	0.923337	0.924461	0.923008	0.924002	0.922819	0.922112	0.932535	0.934114	0.933937	0.934585	0.934389	0.936039	0.936009	0.935978	0.936506	0.93643	0.936441	0.936506	0.937029	0.935651	0.935296	0.935302	0.93523	0.936383	0.936872	0.935687	0.936208	0.795798	0.799669	0.798455	0.796343	0.795232	0.796222	0.796569	0.795651	0.796024	0.795939	0.796687	0.796537	0.795792	0.798307	0.795253	0.797278	0.795757	0.796294	0.79516	0.795698	0.796027	0.795316	0.795743	0.796235	0.799505	0.799214	0.794529	0.796599	0.795203	0.795618	0.796962	0.799435	0.800696	0.801158	0.798081	0.798405	0.794627	0.797952	0.794603	0.793524	0.796655	0.796833	0.795442	0.797671	0.795304	0.796898	0.800385	0.795135	0.79439	0.795206	0.795992	0.797123	0.796614	0.796209	0.800102	0.797159	0.795467	0.797617	0.796951	0.79669	0.793961	0.795432	0.795027	0.798395	0.795724	0.794146	0.79446	0.793853	0.793468	0.797409	0.79744	0.79496	0.796859	0.797802	0.797871	0.7969	0.796197	0.795743	0.795224	0.795354	0.795122	0.795819	0.796238	0.796914	0.79551	0.796344	0.796445	0.794783	0.795588	0.795637	0.796086	0.797494	0.794937	0.79656	0.79614	0.795864	0.796035	0.795941	0.7967	0.800176	0.797717	0.796406	0.782715	0.788009	0.786663	0.787907	0.784516	0.781657	0.78182	0.786594	0.780245	0.784059	0.783674	0.784062	0.787972	0.782274	0.781675	0.780611	0.783169	0.783839	0.783016	0.783218	0.787465	0.786624	0.782369	0.784226	0.784682	0.78419	0.785302	0.792969	0.789448	0.789547	0.784827	0.785492	0.786895	0.789812	0.789771	0.78821	0.790141	0.782344	0.78182	0.784027	0.782661	0.782397	0.781252	0.784106	0.78505	0.783602	0.788355	0.783883	0.78389	0.780613	0.779285	0.77961	0.782495	0.790205	0.789027	0.788655	0.786806	0.784944	0.785454	0.785126	0.791446	0.789281	0.786409	0.785186	0.786534	0.784837	0.792413	0.790819	0.786635	0.787221	0.785596	0.787982	0.78679	0.788118	0.784007	0.7847	0.784695	0.788601	0.790794	0.788426	0.784998	0.792115	0.786701	0.786645	0.785958	0.786006	0.785858
P_gelatinilytica_NH153	0.776987	0.842729	0.843658	0.838994	0.840934	0.874117	0.871132	0.871268	0.897842	0.897725	0.898947	0.899079	0.899195	0.906064	0.905872	0.906165	0.969509	1	0.973811	0.924243	0.925795	0.925731	0.925533	0.924942	0.924345	0.923736	0.93119	0.933282	0.933345	0.934333	0.934866	0.937633	0.938242	0.938291	0.938591	0.938652	0.938694	0.938445	0.935767	0.935183	0.934984	0.933786	0.93488	0.93752	0.93941	0.938674	0.938112	0.798779	0.79479	0.796136	0.794791	0.79689	0.795799	0.796449	0.795875	0.79558	0.798177	0.795674	0.795683	0.795469	0.80193	0.795869	0.799102	0.79964	0.795333	0.795344	0.796229	0.795525	0.795888	0.796377	0.797103	0.79727	0.798078	0.797929	0.800817	0.797271	0.797233	0.798653	0.79665	0.796717	0.797386	0.796817	0.796877	0.795792	0.797476	0.793141	0.794253	0.797858	0.79756	0.795416	0.798011	0.796495	0.795527	0.797605	0.795703	0.796852	0.795794	0.79672	0.799155	0.797292	0.796093	0.79723	0.795109	0.7939	0.79599	0.794888	0.794845	0.793179	0.793913	0.793163	0.79432	0.794884	0.79422	0.794503	0.792868	0.793079	0.799468	0.800413	0.79473	0.796662	0.795974	0.796282	0.794929	0.797484	0.797063	0.795003	0.794846	0.799387	0.795151	0.79485	0.795564	0.794146	0.79765	0.795193	0.7938	0.79527	0.795102	0.794118	0.794694	0.795223	0.79572	0.795529	0.795612	0.795545	0.794126	0.793679	0.797471	0.79624	0.794534	0.777569	0.785717	0.789592	0.783524	0.785644	0.782131	0.782705	0.787597	0.781015	0.788358	0.781116	0.782959	0.783062	0.795702	0.780752	0.779074	0.795774	0.797897	0.797793	0.797572	0.784653	0.787806	0.78456	0.786339	0.783681	0.784235	0.784225	0.787789	0.78515	0.786383	0.783962	0.785495	0.786227	0.78821	0.788169	0.788429	0.788965	0.78294	0.783341	0.780467	0.78206	0.78185	0.782617	0.782942	0.785337	0.783297	0.783824	0.782767	0.781916	0.782392	0.78286	0.783781	0.796807	0.785726	0.78528	0.786341	0.784198	0.782366	0.782499	0.783398	0.784195	0.792873	0.786296	0.786392	0.78827	0.784662	0.788514	0.788241	0.787416	0.787092	0.787173	0.786672	0.794258	0.784996	0.785699	0.786085	0.786011	0.789318	0.78794	0.7873	0.784941	0.787417	0.786869	0.795417	0.798421	0.797774	0.798084
P_porphyrae_MNAD16	0.77609	0.838697	0.841576	0.83944	0.840257	0.873327	0.871558	0.871502	0.898373	0.897366	0.89901	0.89829	0.897393	0.906323	0.907701	0.907275	0.967943	0.974461	1	0.923922	0.925467	0.925411	0.925457	0.9246	0.924814	0.924816	0.930311	0.933096	0.932999	0.933786	0.933273	0.936384	0.934972	0.935322	0.935105	0.935028	0.93502	0.934844	0.932033	0.931564	0.932275	0.931608	0.931634	0.932748	0.933893	0.933685	0.932806	0.797835	0.795888	0.794997	0.794654	0.794612	0.79582	0.795323	0.795111	0.794967	0.797424	0.794382	0.796442	0.796011	0.799063	0.793305	0.798225	0.798636	0.795134	0.795243	0.794507	0.794919	0.798835	0.799646	0.799589	0.798718	0.800029	0.797772	0.797431	0.798498	0.796704	0.797908	0.797445	0.797329	0.797804	0.795068	0.795502	0.796635	0.796488	0.7955	0.795335	0.797618	0.80203	0.79799	0.798114	0.798465	0.798401	0.798792	0.798092	0.798655	0.7984	0.799252	0.80016	0.799016	0.797266	0.800192	0.799142	0.796597	0.795179	0.794073	0.794127	0.794066	0.793341	0.79361	0.7946	0.794437	0.795201	0.795174	0.793352	0.792436	0.800103	0.799865	0.794944	0.796481	0.79623	0.796113	0.795457	0.797034	0.796671	0.795986	0.795897	0.799278	0.795294	0.796462	0.79638	0.794214	0.796443	0.795932	0.79442	0.795661	0.796331	0.795533	0.796145	0.795869	0.795129	0.796834	0.796173	0.796227	0.795375	0.795083	0.795565	0.795647	0.79542	0.77871	0.7828	0.787238	0.784064	0.783414	0.78145	0.782376	0.784062	0.78219	0.790406	0.781948	0.781788	0.78355	0.793934	0.782504	0.782859	0.79792	0.797428	0.79702	0.797598	0.786313	0.786342	0.783147	0.784431	0.784653	0.785263	0.784485	0.785156	0.787812	0.788048	0.785585	0.786852	0.787588	0.786339	0.786348	0.785282	0.788416	0.780677	0.783263	0.782238	0.782085	0.782462	0.778631	0.78053	0.782119	0.780193	0.782629	0.783173	0.782841	0.77984	0.779971	0.780231	0.799534	0.784795	0.784408	0.784315	0.785564	0.786105	0.785069	0.784626	0.785382	0.793839	0.786395	0.787834	0.785247	0.78371	0.787338	0.787667	0.788563	0.788015	0.788209	0.788372	0.797349	0.786741	0.786177	0.789071	0.785607	0.788771	0.78821	0.787365	0.788444	0.78949	0.787496	0.797958	0.798423	0.798454	0.797451
P_PA2MD11	0.77694	0.835761	0.835082	0.837011	0.834927	0.866915	0.866787	0.866871	0.892685	0.891677	0.892635	0.891782	0.892481	0.903675	0.905073	0.90331	0.923109	0.924846	0.923765	1	0.975681	0.97653	0.976371	0.975971	0.976163	0.975996	0.934114	0.938282	0.938612	0.939406	0.93923	0.938782	0.937801	0.937888	0.937615	0.938252	0.938392	0.938508	0.938322	0.938912	0.938451	0.93798	0.938829	0.938549	0.939519	0.939266	0.939714	0.796332	0.797967	0.798191	0.79711	0.796833	0.796985	0.797119	0.796511	0.796912	0.796171	0.796658	0.796801	0.79604	0.795441	0.795355	0.795497	0.795208	0.794967	0.795341	0.795282	0.795782	0.79995	0.797291	0.797303	0.797938	0.79817	0.794397	0.796185	0.795901	0.797441	0.797595	0.796058	0.796348	0.796356	0.797681	0.797889	0.7967	0.797732	0.794149	0.795199	0.795039	0.795818	0.797665	0.798156	0.796995	0.801506	0.801682	0.796505	0.798232	0.797121	0.796889	0.79761	0.798892	0.796855	0.799105	0.798113	0.796087	0.798392	0.795307	0.795806	0.79458	0.796845	0.792815	0.793131	0.794751	0.794991	0.794674	0.796316	0.795984	0.793825	0.793845	0.794006	0.794444	0.79598	0.795306	0.795892	0.795693	0.794622	0.79606	0.795853	0.794814	0.793945	0.796268	0.796275	0.794708	0.796393	0.79519	0.796182	0.794961	0.795581	0.795023	0.795382	0.795737	0.795584	0.795135	0.795421	0.795264	0.794796	0.794728	0.79641	0.796041	0.796327	0.780688	0.784584	0.783499	0.784239	0.782275	0.779917	0.78304	0.785996	0.783801	0.783562	0.783952	0.783725	0.78276	0.782376	0.783615	0.783167	0.782642	0.782161	0.782438	0.782198	0.786459	0.785906	0.784692	0.786055	0.785518	0.785569	0.785701	0.788449	0.788938	0.789303	0.785877	0.78725	0.789503	0.787411	0.787394	0.786483	0.786899	0.784244	0.78647	0.784597	0.784536	0.785318	0.782666	0.782737	0.783281	0.784259	0.786246	0.789618	0.789767	0.782892	0.782932	0.780601	0.784513	0.786919	0.784152	0.784109	0.786512	0.786385	0.786714	0.787235	0.788229	0.784761	0.783865	0.787086	0.788028	0.784195	0.787932	0.7884	0.788267	0.78867	0.787651	0.787016	0.786451	0.784724	0.784787	0.785543	0.785763	0.786487	0.786707	0.786279	0.784315	0.785818	0.787505	0.786076	0.785413	0.785467	0.785271
