reference,querry,ani,alignment_coverage,primary_cluster
P_M1318928,P_SG455,0.7933450000000001,0.3248546511627907,0
P_UG31,P_ruthenica_LMG19699,0.7933490000000001,0.14611546685673557,0
P_bablabjr010,P_translucida_KMM520,0.7933490000000001,0.29890955740859526,0
P_SG416,P_802,0.7933499999999999,0.35294117647058826,0
P_Cn537,P_2CM32C,0.7933509999999999,0.3037084398976982,0
P_porphyrae_MNAD16,P_fuliginea_KMM216,0.7933520000000001,0.3414473684210526,0
P_fuliginea_S2292,P_shioyasakiensis_BMC2,0.7933520000000001,0.3458697112155809,0
P_2103,P_OF5H5,0.7933530000000001,0.17836065573770493,0
P_SCSIO43088,P_SG444,0.7933549999999999,0.3125,0
P_SG416,P_2103,0.7933589999999999,0.3537051184110008,0
P_SR454,P_BZK2,0.7933790000000001,0.3606299212598425,0
P_CO133X,P_SR436,0.7933790000000001,0.3353825136612022,0
P_SR437,P_bablabjr004,0.7933830000000001,0.36382536382536385,0
P_SR411,P_CO302Y,0.7933889999999999,0.34303112313937756,0
P_DL2H6,P_donghaensis_HJ51,0.7933910000000001,0.13738207547169812,0
P_CO133X,P_arctica_NECBIFX2020001,0.7933969999999999,0.34494535519125685,0
P_SR432,P_shioyasakiensis_LC2,0.7933969999999999,0.37140902872777015,0
P_Of5H6,P_2103,0.7933979999999999,0.14864864864864866,0
P_SG455,P_bablabjr004,0.7934019999999999,0.34214285714285714,0
P_2102,P_fuliginea_KMM216,0.7934019999999999,0.3302692055154301,0
P_arctica_NECBIFX0059,P_APAL1,0.7934300000000001,0.35466303607896527,0
P_SG416,P_N12309,0.7934300000000001,0.3605805958747135,0
P_DL2H1,P_CnMc737,0.7934310000000001,0.15046170559478544,0
P_distincta_22A13,P_gelatinilytica_NH153,0.7934310000000001,0.3695652173913043,0
P_OFAV1,P_distincta_LMG14908,0.7934319999999999,0.3249385749385749,0
P_SDCH90,P_AC163,0.7934329999999999,0.3102352193261284,0
P_maricaloris_LMG19692,P_CNAT241,0.7934640000000001,0.1010989010989011,0
P_BZK2,P_SR442,0.7934640000000001,0.34615384615384615,0
P_spongiae_SAO44,P_A25,0.7934650000000001,0.11012956419316844,0
P_distincta_22A13,P_FE4,0.7934650000000001,0.35694249649368864,0
P_SG455,P_SDCH90,0.7934650000000001,0.35214285714285715,0
P_Hal040,P_fuliginea_S2292,0.7934680000000001,0.33204633204633205,0
P_SCSIO43088,P_SG455,0.7934690000000001,0.3125,0
P_translucida_KMM520,P_shioyasakiensis_G21653S1,0.7934690000000001,0.35600578871201155,0
P_arctica_NECBIFX0059,P_CO133X,0.7934699999999999,0.33219877467665077,0
P_SR442,P_M1318928,0.7934699999999999,0.33356258596973865,0
P_M1318928,P_EKP108,0.7934709999999999,0.35247093023255816,0
P_maricaloris_LMG19692,P_PAST1,0.7934709999999999,0.14835164835164835,0
P_fuliginea_KMM216,P_PAST1,0.7934739999999999,0.3277814790139907,0
P_SG455,P_lipolytica_LMEB39,0.7934739999999999,0.33785714285714286,0
P_neustronica_SM1927,P_MB47,0.7934749999999999,0.36316397228637415,0
P_arctica_NECBIFX0059,P_N12309,0.7934749999999999,0.337644656,0
P_fuliginea_S2292,P_BZK2,0.7934829999999999,0.3351242444593687,0
P_BZK2,P_arctica_NECBIFX2020001,0.7934869999999999,0.33397435897435895,0
P_Scap03,P_CO133X,0.7934910000000001,0.384,0
P_Ps84H4,P_arctica_NECBIFX2020017,0.7934950000000001,0.32933753943217664,0
P_JW3,P_JC28,0.7934990000000001,0.18703241895261846,0
P_SW010604,P_N12309,0.7935030000000001,0.14360508601346297,0
P_CO133X,P_distincta_ATCC700518,0.7935030000000001,0.34153005464480873,0
P_shioyasakiensis_LC2,P_SG416,0.7935070000000001,0.3062015503875969,0
P_arctica_NECBIFX0059,P_CO302Y,0.7935120000000001,0.33219877467665077,0
P_shioyasakiensis_BMC4,P_KMM661,0.7935129999999999,0.2961562696912413,0
P_bablabjr004,P_SR437,0.7935129999999999,0.3521414004078858,0
P_JW3,P_SCSIO43201,0.7935209999999999,0.17643391521197008,0
P_126,P_SR415,0.7935209999999999,0.3466666666666667,0
P_PAST1,P_SR437,0.7935209999999999,0.3354350567465322,0
P_OFAV1,P_fuliginea_KMM216,0.7935209999999999,0.31388206388206386,0
P_xiamenensis_PSDB,P_JC31,0.7935380000000001,0.16253263707571802,0
P_lipolytica_LMEB39,P_aliena_EH1,0.7935460000000001,0.3328912466843501,0
P_fuliginea_KMM216,P_SDCH90,0.7935469999999999,0.34776815456362425,0
P_2CM32C,P_bablabjr004,0.7935469999999999,0.35613382899628254,0
P_bablabjr004,P_arctica_NECBIFX2020001,0.7935479999999999,0.3609789259007478,0
P_bablabjr010,P_ECSMB14103,0.7935519999999999,0.3110968569595895,0
P_SDCH90,P_EKP108,0.7935519999999999,0.34647171010807376,0
P_amylolytica_JW1,P_XMcav11Q,0.7935599999999999,0.17863835103060588,0
P_Of5H6,P_802,0.7935760000000001,0.14810810810810812,0
P_EB27,P_MB47,0.7935760000000001,0.3530201342281879,0
P_phenolica_S1189,P_SMS1,0.7935760000000001,0.17355932203389832,0
P_donghaensis_HJ51,P_flavipulchra_SCSIO43202,0.7935760000000001,0.13769035532994925,0
P_M1318928,P_SR415,0.7935800000000001,0.34665697674418605,0
P_SCSIO43201,P_ruthenica_LMG19699,0.7935800000000001,0.098027842,0
P_phenolica_S3663,P_DL2H6,0.7935850000000001,0.17693315858453473,0
P_SG444,P_lipolytica_CSB02KR,0.7935890000000001,0.34291876347951117,0
P_SG431,P_FE4,0.7935899999999999,0.3509006004002668,0
P_aliena_EH1,P_BZK2,0.7935909999999999,0.32658393207054215,0
P_aliena_EH1,P_shioyasakiensis_BMC5,0.7935939999999999,0.3311561071195297,0
P_DL2H1,P_2102,0.7936190000000001,0.14665942422596415,0
P_OOF1S7,P_flavipulchra_SCSIO43202,0.7936190000000001,0.1539708265802269,0
P_shioyasakiensis_BMC5,P_ruthenica_S3245,0.7936190000000001,0.136275146,0
P_galatheae_S4498,P_piratica_OCN003,0.7936270000000001,0.115406162,0
P_FE4,P_SR442,0.7936279999999999,0.3515151515151515,0
P_OOF1S7,P_M8,0.7936320000000001,0.15235008103727715,0
P_ACER1,P_fuliginea_KMM216,0.7936320000000001,0.3141065830721003,0
P_phenolica_OBC302,P_galatheae_S4498,0.7936320000000001,0.18908865468071917,0
P_FE4,P_distincta_22A13,0.7936329999999999,0.3414141414141414,0
P_A22,P_phenolica_OBC302,0.7936329999999999,0.1729365524985963,0
P_ACER1,P_SR435,0.7936409999999999,0.32978056426332286,0
P_neustronica_SM1927,P_CNAT241,0.7936570000000001,0.1056581986143187,0
P_CO109Y,P_arctica_NECBIFX2020017,0.7936620000000001,0.3548172757475083,0
P_SR418,P_CO109Y,0.7936660000000001,0.39269698910954515,0
P_shioyasakiensis_LC2,P_SG455,0.7936709999999999,0.3178294573643411,0
P_D15MCD2,P_UG32,0.7936709999999999,0.15744400527009222,0
P_CO109Y,P_SR442,0.7936719999999999,0.35083056478405317,0
P_SG434,P_bablabjr004,0.7936759999999999,0.36363636363636365,0
P_CO133X,P_S3260,0.7936799999999999,0.3333333333333333,0
P_P18,P_SG416,0.7936799999999999,0.318733154,0
P_BZK2,P_SR437,0.7936799999999999,0.33782051282051284,0
P_SG436,P_D15MCD2,0.7936920000000001,0.3742255266418835,0
P_SR448,P_P18,0.7937000000000001,0.3796122576610381,0
P_ACER1,P_SR432,0.7937000000000001,0.3347962382445141,0
P_CO133X,P_SG433,0.7937040000000001,0.3360655737704918,0
P_N12309,P_SG434,0.7937050000000001,0.3445814406229721,0
P_303,P_EKP108,0.7937080000000001,0.33227445997458704,0
P_SR432,P_bablabjr004,0.7937080000000001,0.35841313269493846,0
P_SR454,P_shioyasakiensis_M1400201,0.7937080000000001,0.3480314960629921,0
P_OFAV1,P_SR432,0.7937090000000001,0.3224815724815725,0
P_OFAV1,P_SR435,0.7937109999999999,0.3157248157248157,0
P_1161b,P_lipolytica_LMEB39,0.7937109999999999,0.37933693138010793,0
P_SG437,P_ruthenica_S3245,0.7937109999999999,0.10989678202792957,0
P_SG445,P_shioyasakiensis_28,0.7937139999999999,0.3613899613899614,0
P_donghaensis_HJ51,P_SG416,0.7937179999999999,0.29949238578680204,0
P_translucida_KMM520,P_OFAV1,0.7937390000000001,0.3357452966714906,0
P_neustronica_SM1927,P_CNAT2181,0.7937420000000001,0.1056581986143187,0
P_N12309,P_SG416,0.7937430000000001,0.30889033095392604,0
P_bablabjr010,P_SG445,0.7937430000000001,0.29826812059012187,0
P_PAST1,P_SG431,0.7937460000000001,0.33039092055485497,0
P_phenolica_S1189,P_Of11M6,0.7937649999999999,0.19050847457627118,0
P_CO302Y,P_SK20,0.7937649999999999,0.352901024,0
P_SCSIO43088,P_SR454,0.7937690000000001,0.30375,0
P_ACER1,P_SR455,0.7937690000000001,0.22821316614420062,0
P_DL2H6,P_bablabjr004,0.7937730000000001,0.1420990566037736,0
P_SG445,P_lipolytica_LMEB39,0.7937730000000001,0.36602316602316604,0
P_SR418,P_126,0.7937820000000001,0.39525944907110827,0
P_translucida_KMM520,P_BZA4,0.7937820000000001,0.36468885672937773,0
P_SCSIO43101,P_fuliginea_KMM216,0.7937829999999999,0.3174917491749175,0
P_SCSIO43101,P_maricaloris_LMG19692,0.7937829999999999,0.1782178217821782,0
P_SR432,P_CnMc737,0.7937850000000001,0.3679890560875513,0
P_BZK2,P_SG438,0.7937850000000001,0.3391025641025641,0
P_SR454,P_D15MCD2,0.7937869999999999,0.37559055118110235,0
P_phenolica_KCTC12086,P_A25,0.7937919999999999,0.218249075,0
P_SCSIO43101,P_SR455,0.7937919999999999,0.22442244224422442,0
P_D15MCD2,P_EKP108,0.7937949999999999,0.3590250329380764,0
P_P18,P_ECSMB14103,0.7938120000000001,0.32412398921832886,0
P_D15MCD2,P_SG411,0.7938120000000001,0.4077733860342556,0
P_Of5H6,P_shioyasakiensis_BMC5,0.7938120000000001,0.14810810810810812,0
P_MMG024,P_BZB3,0.7938160000000001,0.1511400651465798,0
P_SR442,P_gelatinilytica_NH153,0.7938160000000001,0.35557083906464926,0
P_fuliginea_S2292,P_PAST1,0.7938200000000001,0.33445265278710545,0
P_CO302Y,P_SR455,0.7938200000000001,0.2341296928327645,0
P_SR418,P_303,0.7938209999999999,0.3830877642536835,0
P_SR432,P_CO302Y,0.7938209999999999,0.3337893296853625,0
P_lipolytica_CSB02KR,P_SR414,0.7938209999999999,0.41262135922330095,0
P_BZK2,P_EB27,0.7938230000000001,0.3371794871794872,0
P_BZK2,P_NBRC12985,0.7938240000000001,0.3314102564102564,0
P_PA2MD11,P_AC163,0.7938249999999999,0.3152610441767068,0
P_SR435,P_CnMc737,0.7938290000000001,0.35792349726775957,0
P_M1318928,P_SR437,0.7938290000000001,0.35101744186046513,0
P_citrea_DSM8771,P_flavipulchra_SCSIO43202,0.7938290000000001,0.15038845726970032,0
P_SW010604,P_OF5H5,0.7938299999999999,0.12789827973074047,0
P_N12309,P_SG431,0.7938299999999999,0.32965606748864373,0
P_translucida_KMM520,P_B7P1,0.7938339999999999,0.36396526772793053,0
P_neustronica_SM1927,P_CNAT218,0.7938339999999999,0.10508083140877598,0
P_DL2H6,P_CNC920,0.7938339999999999,0.10377358490566038,0
P_aliena_SW19,P_FE4,0.7938339999999999,0.32794612794612793,0
P_SG448,P_PAST1,0.7938339999999999,0.3698717948717949,0
P_bablabjr011,P_fuliginea_S2292,0.7938339999999999,0.31729518855656696,0
P_SG455,P_shioyasakiensis_BMC4,0.7938580000000001,0.34785714285714286,0
P_shioyasakiensis_BMC5,P_SG416,0.7938620000000001,0.29980532121998704,0
P_CO133X,P_SR455,0.7938620000000001,0.23770491803278687,0
P_2CM32C,P_Hal040,0.7938639999999999,0.36282527881040894,0
P_SR432,P_porphyrae_MNAD16,0.7938639999999999,0.3686730506155951,0
P_distincta_22A13,P_M1318928,0.7938649999999999,0.34151472650771386,0
P_SDCH90,P_SR454,0.7938679999999999,0.2968849332485696,0
P_DL2H1,P_802,0.7938970000000001,0.14720260727865292,0
P_SR448,P_FE4,0.7938970000000001,0.3796122576610381,0
P_JW3,P_N12309,0.7938970000000001,0.15648379052369077,0
P_donghaensis_HJ51,P_galatheae_S4498,0.7938970000000001,0.15609137055837563,0
P_BZK2,P_S3173,0.7939010000000001,0.32243589743589746,0
P_fuliginea_S2292,P_CO109Y,0.7939019999999999,0.32840832773673606,0
P_MEBiC03607,P_SR417,0.7939050000000001,0.3460526315789474,0
P_KMM661,P_shioyasakiensis_G21653S1,0.7939050000000001,0.3499648629655657,0
P_M8,P_spongiae_SAO44,0.7939050000000001,0.11475409836065574,0
P_fuliginea_S2292,P_MEBiC03607,0.7939060000000001,0.3425117528542646,0
P_SG445,P_shioyasakiensis_BMC4,0.7939060000000001,0.3667953667953668,0
P_bablabjr010,P_SG416,0.7939069999999999,0.2937780628608082,0
P_CO133X,P_SG4417,0.7939109999999999,0.4016393442622951,0
P_17a,P_OFAV1,0.7939149999999999,0.36318407960199006,0
P_distincta_22A13,P_shioyasakiensis_LC2,0.7939149999999999,0.36746143057503505,0
P_Ps84H4,P_2CM32C,0.7939360000000001,0.29842271293375394,0
P_BZK2,P_SR451,0.7939390000000001,0.3371794871794872,0
P_SW010604,P_BZA4,0.7939400000000001,0.14659685863874344,0
P_rubra_SCSIO_6842,P_MEBiC03607,0.7939400000000001,0.096446701,0
P_CO302Y,P_SR442,0.7939430000000001,0.3412969283276451,0
P_PA2MD11,P_SR417,0.7939449999999999,0.36010709504685406,0
P_MB47,P_fuliginea_KMM216,0.7939449999999999,0.3393333333333333,0
P_1161b,P_shioyasakiensis_28,0.7939539999999999,0.40786430223592907,0
P_SG445,P_BZK2,0.7939579999999999,0.3598455598455598,0
P_CO133X,P_SR411,0.7939700000000001,0.34153005464480873,0
P_shioyasakiensis_M1400201,P_KMM661,0.7939740000000001,0.33497191011235955,0
P_Ps84H4,P_SG438,0.7939740000000001,0.3135646687697161,0
P_CnMc737,P_fuliginea_S2292,0.7939740000000001,0.31529850746268656,0
P_SG436,P_126,0.7939780000000001,0.3748451053283767,0
P_CO302Y,P_distincta_ATCC700518,0.7939780000000001,0.34061433447098977,0
P_SW010604,P_Of5H6,0.7939790000000001,0.12789827973074047,0
P_aliena_SW19,P_BZA4,0.7939799999999999,0.33804713804713804,0
P_aliena_EH1,P_CO109Y,0.7939799999999999,0.32201175702155455,0
P_fuliginea_KMM216,P_SCSIO43088,0.7939799999999999,0.34710193204530315,0
P_rubra_SCSIO_6842,P_aliena_EH1,0.7939799999999999,0.069035533,0
P_Of5H6,P_lipolytica_LMEB39,0.7939820000000001,0.1345945945945946,0
P_SR432,P_CO109Y,0.7939830000000001,0.36046511627906974,0
P_S3173,P_OF5H5,0.7939839999999999,0.16036308623298035,0
P_P18,P_translucida_KMM520,0.7939839999999999,0.32816711590296493,0
P_MEBiC03607,P_SR415,0.7939849999999999,0.3394736842105263,0
P_N12309,P_SR418,0.7939849999999999,0.3867618429591175,0
P_802,P_SR448,0.7939849999999999,0.4090610636900854,0
P_SR432,P_CO133X,0.7939879999999999,0.3337893296853625,0
P_citrea_DSM8771,P_SCSIO43088,0.7939879999999999,0.14317425083240842,0
P_A22,P_phenolica_KCTC12086,0.7939919999999999,0.17574396406513196,0
P_CNC920,P_spongiae_SAO44,0.7939919999999999,0.11219147344801796,0
P_OOF1S7,P_DL2H1,0.7940130000000001,0.1469475958941113,0
P_PPB1,P_NJ631,0.7940130000000001,0.14672216441207075,0
P_N12309,P_SG448,0.7940130000000001,0.3783257624918884,0
P_APAL1,P_SR435,0.7940170000000001,0.33443489755452743,0
P_CO302Y,P_SR451,0.7940170000000001,0.33993174061433445,0
P_maricaloris_LMG19692,P_shioyasakiensis_28,0.7940170000000001,0.1434065934065934,0
P_MB47,P_SR435,0.7940179999999999,0.3333333333333333,0
P_P94,P_A22,0.7940200000000001,0.1314148681055156,0
P_SR448,P_lipolytica_CSB02KR,0.7940200000000001,0.36585365853658536,0
P_SR455,P_APAL1,0.7940210000000001,0.37405405405405406,0
P_CO133X,P_aliena_SW19,0.7940210000000001,0.3319672131147541,0
P_SG444,P_donghaensis_HJ51,0.7940210000000001,0.34579439252336447,0
P_SG455,P_donghaensis_HJ51,0.7940219999999999,0.3357142857142857,0
P_OF5H5,P_amylolytica_JW1,0.7940260000000001,0.1582928146947596,0
P_aurantia_S3790,P_amylolytica_JW1,0.7940260000000001,0.2204724409448819,0
P_aurantia_S3788,P_A25,0.7940269999999999,0.2441156691324815,0
P_Cn537,P_EKP108,0.7940269999999999,0.3382352941176471,0
P_fuliginea_KMM216,P_CO302Y,0.7940470000000001,0.31245836109260494,0
P_BZK2,P_SG435,0.7940470000000001,0.33589743589743587,0
P_SG416,P_D15MCD2,0.7940510000000001,0.3552330022918258,0
P_EB27,P_M1318928,0.7940510000000001,0.33422818791946307,0
P_bablabjr010,P_EKP108,0.7940550000000001,0.3373957665169981,0
P_M1318928,P_SG435,0.7940550000000001,0.35319767441860467,0
P_802,P_CNAT2181,0.7940619999999999,0.1490479317137229,0
P_distincta_LMG14908,P_OFAV1,0.7940619999999999,0.3473541383989145,0
P_UG32,P_spongiae_UST010723006,0.7940619999999999,0.11832611832611832,0
P_phenolica_S3663,P_2102,0.7940640000000001,0.19003931847968544,0
P_shioyasakiensis_28,P_aliena_EH1,0.7940640000000001,0.3429144385026738,0
P_aliena_SW19,P_SCSIO43101,0.7940659999999999,0.32996632996632996,0
P_porphyrae_MNAD16,P_SG445,0.7940659999999999,0.30394736842105263,0
P_shioyasakiensis_M1400201,P_SG416,0.7940689999999999,0.3061797752808989,0
P_SG431,P_BZK2,0.7940860000000001,0.3509006004002668,0
P_SDCH90,P_S3173,0.7940980000000001,0.32803560076287347,0
P_APAL1,P_scap25,0.7940980000000001,0.34236615994712494,0
P_aliena_EH1,P_802,0.7940989999999999,0.3324624428478119,0
P_BZK2,P_SR455,0.7940999999999999,0.22628205128205128,0
P_SR442,P_Ps84H4,0.7941020000000001,0.3624484181568088,0
P_N12309,P_spongiae_SAO44,0.7941020000000001,0.1674237508111616,0
P_shioyasakiensis_BMC2,P_undina_NEM02,0.7941030000000001,0.3504218040233614,0
P_maricaloris_LMG19692,P_CO109Y,0.7941039999999999,0.1445054945054945,0
P_phenolica_S3663,P_DL2H1,0.7941039999999999,0.19528178243774574,0
P_FE4,P_SR437,0.7941039999999999,0.34814814814814815,0
P_CO133X,P_SG452,0.7941079999999999,0.3333333333333333,0
P_FE4,P_SR432,0.7941119999999999,0.3616161616161616,0
P_shioyasakiensis_BMC4,P_SR454,0.7941280000000001,0.2885948330182735,0
P_SR456,P_D15MCD2,0.7941320000000001,0.3791174642635177,0
P_APAL1,P_EKP108,0.7941330000000001,0.33773959021810973,0
P_802,P_ostereae_hOe66,0.7941330000000001,0.3860801050558109,0
P_126,P_scap25,0.7941330000000001,0.3506666666666667,0
P_phenolica_S3663,P_amylolytica_JW1,0.7941370000000001,0.1946264744429882,0
P_Ps84H4,P_SR415,0.7941379999999999,0.3192429022082019,0
P_MEBiC03607,P_SG415,0.7941400000000001,0.40328947368421053,0
P_CO109Y,P_SG435,0.7941400000000001,0.3514950166112957,0
P_XMcav11Q,P_amylolytica_JW1,0.7941400000000001,0.1558872305140962,0
P_P18,P_SR432,0.7941419999999999,0.3605121293800539,0
P_amylolytica_JW1,P_citrea_S2233,0.7941419999999999,0.2254840724547158,0
P_SG444,P_2102,0.7941429999999999,0.3493889288281812,0
P_CO302Y,P_SG434,0.7941429999999999,0.336518771,0
P_SR432,P_SDCH90,0.7941459999999999,0.3652530779753762,0
P_Hal040,P_SG444,0.7941459999999999,0.3223938223938224,0
P_gelatinilytica_NH153,P_SR435,0.7941459999999999,0.3366897419760856,0
P_SCSIO43101,P_SR436,0.7941459999999999,0.33861386138613864,0
P_CO133X,P_distincta_16SW7,0.7941509999999999,0.33879781420765026,0
P_aliena_EH1,P_shioyasakiensis_BMC3,0.7941509999999999,0.32984977139124755,0
P_CO109Y,P_arctica_A3712,0.7941549999999999,0.346843854,0
P_SG434,P_CO109Y,0.7941630000000001,0.3548168249660787,0
P_P18,P_KMM661,0.7941630000000001,0.32345013477088946,0
P_OF5H5,P_N12309,0.7941630000000001,0.14640734737979472,0
P_SR437,P_gelatinilytica_NH153,0.7941630000000001,0.36867636867636866,0
P_shioyasakiensis_BMC3,P_Of5H6,0.7941670000000001,0.17857142857142858,0
P_APAL1,P_distincta_22A13,0.7941710000000001,0.33906146728354264,0
P_FE4,P_SG445,0.7941750000000001,0.3138047138047138,0
P_bablabjr011,P_aliena_EH1,0.7941750000000001,0.31014304291287387,0
P_CO302Y,P_fuliginea_S2292,0.7941759999999999,0.326962457,0
P_maricaloris_LMG19692,P_porphyrae_MNAD16,0.7941759999999999,0.14505494505494507,0
P_SR442,P_MB47,0.7941769999999999,0.35144429160935353,0
P_CNAT218,P_DL2H6,0.7941790000000001,0.13787878787878788,0
P_SR416,P_shioyasakiensis_G21653S1,0.7941790000000001,0.3676559660811629,0
P_Ps84H4,P_arctica_NECBIFX0059,0.7941800000000001,0.334384858,0
P_lipolytica_CSB02KR,P_SG438,0.7941819999999999,0.34535367545076284,0
P_SR448,P_MB47,0.7941849999999999,0.3714821763602251,0
P_SG436,P_MB47,0.7941889999999999,0.3667905824039653,0
P_2CM32C,P_OFAV1,0.7941889999999999,0.3524163568773234,0
P_aliena_EH1,P_shioyasakiensis_BMC4,0.7941889999999999,0.3311561071195297,0
P_802,P_fuliginea_KMM216,0.7942130000000001,0.32764281024294156,0
P_SG444,P_MB47,0.7942140000000001,0.3465132997843278,0
P_porphyrae_MNAD16,P_SR435,0.7942140000000001,0.3506578947368421,0
P_PAST1,P_SR451,0.7942140000000001,0.33039092055485497,0
P_MEBiC03607,P_SG4417,0.7942149999999999,0.4052631578947368,0
P_A22,P_rubra_DSM6842,0.7942149999999999,0.1763054463784391,0
P_SG451,P_CO302Y,0.7942170000000001,0.33674863387978143,0
P_OANN1,P_rubra_S1946,0.7942170000000001,0.17157712305025996,0
P_fuliginea_S2292,P_shioyasakiensis_G21653S1,0.7942170000000001,0.33176628609805237,0
P_SCSIO43101,P_SR435,0.7942189999999999,0.3432343234323432,0
P_KMM661,P_shioyasakiensis_BMC5,0.7942189999999999,0.3478566408995081,0
P_SR448,P_D15MCD2,0.7942199999999999,0.3796122576610381,0
P_gelatinilytica_NH153,P_SG444,0.7942199999999999,0.3115166771554437,0
P_aurantia_S3788,P_JW3,0.7942230000000001,0.2293207800941493,0
P_shioyasakiensis_BMC4,P_TB25,0.7942230000000001,0.3005671077504726,0
P_ECSMB14103,P_APAL1,0.7942279999999999,0.34782608695652173,0
P_CO302Y,P_AC163,0.7942319999999999,0.29692832764505117,0
P_SG448,P_SCSIO43088,0.7942359999999999,0.3871794871794872,0
P_CnMc737,P_SR435,0.7942359999999999,0.3289800995024876,0
P_CNAT241,P_TB25,0.7942359999999999,0.11296436694465505,0
P_Ps84H4,P_SR435,0.7942400000000001,0.32681388012618295,0
P_distincta_22A13,P_126,0.7942440000000001,0.364656381,0
P_phenolica_S3663,P_802,0.7942440000000001,0.18938401048492792,0
P_fuliginea_S2292,P_OFAV1,0.7942480000000001,0.3331094694425789,0
P_arctica_NECBIFX2020001,P_donghaensis_HJ51,0.7942480000000001,0.3502710027100271,0
P_SR433,P_SCSIO43101,0.7942520000000001,0.34863013698630135,0
P_MEBiC03607,P_SR418,0.7942520000000001,0.39671052631578946,0
P_SG436,P_shioyasakiensis_28,0.7942520000000001,0.3754646840148699,0
P_gelatinilytica_NH153,P_ECSMB14103,0.7942529999999999,0.31403398363750784,0
P_aliena_EH1,P_lipolytica_CSB02KR,0.7942560000000001,0.32135858915741344,0
P_130,P_CO109Y,0.7942570000000001,0.37892533147243546,0
P_SR451,P_CO302Y,0.7942570000000001,0.33424657534246577,0
P_1161b,P_D15MCD2,0.7942570000000001,0.4016962220508867,0
P_303,P_AC163,0.7942579999999999,0.29860228716645487,0
P_donghaensis_HJ51,P_SR454,0.7942579999999999,0.3032994923857868,0
P_126,P_Scap03,0.7942579999999999,0.3453333333333333,0
P_gelatinilytica_NH153,P_maricaloris_LMG19692,0.7942579999999999,0.1787287602265576,0
P_SR432,P_Hal040,0.7942589999999999,0.3645690834473324,0
P_ACER1,P_arctica_NECBIFX2020017,0.7942610000000001,0.329153605,0
P_fuliginea_KMM216,P_MB47,0.7942619999999999,0.3284477015323118,0
P_shioyasakiensis_28,P_NBRC12985,0.7942629999999999,0.34959893048128343,0
P_303,P_SG416,0.7942629999999999,0.2884371029224905,0
P_N12309,P_SR454,0.7942629999999999,0.2965606748864374,0
P_aliena_SW19,P_lipolytica_CSB02KR,0.7942629999999999,0.32727272727272727,0
P_spongiae_SAO44,P_rhizosphaerae_hCg42,0.7942629999999999,0.13957597173144876,0
P_802,P_undina_NEM02,0.7942629999999999,0.3486539724228496,0
P_CO133X,P_SK18,0.7942659999999999,0.34494535519125685,0
P_PAST1,P_SR436,0.7942659999999999,0.3297604035308953,0
P_APM04,P_CO133X,0.7942870000000001,0.3347794649313087,0
P_SCSIO43101,P_distincta_22A13,0.7942870000000001,0.333993399,0
P_Of5H6,P_JW3,0.7942940000000001,0.15243243243243243,0
P_donghaensis_HJ51,P_OF5H5,0.7942940000000001,0.15926395939086294,0
P_SR432,P_PAST1,0.7942940000000001,0.3508891928864569,0
P_arctica_A3712,P_bablabjr004,0.7942940000000001,0.34265734265734266,0
P_CO109Y,P_SG438,0.7942950000000001,0.34418604651162793,0
P_fuliginea_KMM216,P_bablabjr010,0.7942969999999999,0.3224516988674217,0
P_SG444,P_B7P1,0.7942990000000001,0.3386053199137311,0
P_PAST1,P_undina_NEM02,0.7942990000000001,0.34237074401008827,0
P_SG431,P_bablabjr004,0.7943000000000001,0.3549032688458973,0
P_aliena_SW19,P_shioyasakiensis_M1400201,0.7943000000000001,0.3138047138047138,0
P_bablabjr004,P_DL2H6,0.7943009999999999,0.17063222297756628,0
P_ostereae_hOe66,P_lipolytica_CSB02KR,0.7943049999999999,0.3746684350132626,0
P_shioyasakiensis_LC2,P_translucida_KMM520,0.7943089999999999,0.3145994832041344,0
P_SR436,P_CO302Y,0.7943129999999999,0.3372988103568929,0
P_lipolytica_CSB02KR,P_ECSMB14103,0.7943129999999999,0.32524271844660196,0
P_FE4,P_SR417,0.7943129999999999,0.3528619528619529,0
P_SR436,P_CO133X,0.7943250000000001,0.3372988103568929,0
P_citrea_S2231,P_JW3,0.7943250000000001,0.20941460470730236,0
P_M1318928,P_SG445,0.7943250000000001,0.3117732558139535,0
P_CO109Y,P_distincta_22A13,0.7943290000000001,0.346843854,0
P_SG416,P_shioyasakiensis_BMC3,0.7943290000000001,0.34835752482811305,0
P_MEBiC03607,P_A25,0.7943300000000001,0.17105263157894737,0
P_B7P1,P_distincta_22A13,0.7943300000000001,0.3459204315576534,0
P_ACER1,P_SR451,0.7943330000000001,0.329153605,0
P_SG436,P_CO109Y,0.7943340000000001,0.37298636926889717,0
P_SG438,P_OFAV1,0.7943340000000001,0.35798203178991017,0
P_SR436,P_ACER1,0.7943349999999999,0.3645906228131561,0
P_SG455,P_SCSIO43088,0.7943349999999999,0.3535714285714286,0
P_bablabjr010,P_fuliginea_S2292,0.7943359999999999,0.3194355355997434,0
P_N12309,P_SR451,0.7943370000000001,0.32965606748864373,0
P_fuliginea_KMM216,P_shioyasakiensis_BMC2,0.7943370000000001,0.33710859427048634,0
P_arctica_NECBIFX0059,P_BZK2,0.7943380000000001,0.3505786249149081,0
P_CO302Y,P_SR433,0.7943380000000001,0.33310580204778156,0
P_CnMc737,P_arctica_NECBIFX2020017,0.7943380000000001,0.3327114427860697,0
